id,source,source_subset,src_lang,tgt_lang,src_text,tgt_text,source_id,license,quality_status,verification_status,notes
TT-V2-TAT-00254,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझे तुमसे प्यार है।,ᱤᱧ ᱫᱚ ᱟᱢᱤᱧ ᱫᱩᱞᱟᱹᱲᱟᱢ ᱠᱟᱱᱟ ᱾,hin:3223740|sat:11120767|via_eng:1434,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00255,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं तुमसे प्यार करती हूँ।,ᱤᱧ ᱫᱚ ᱟᱢᱤᱧ ᱫᱩᱞᱟᱹᱲᱟᱢ ᱠᱟᱱᱟ ᱾,hin:475911|sat:11120767|via_eng:1434,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00256,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं तुमसे प्यार करता हूँ।,ᱤᱧ ᱫᱚ ᱟᱢᱤᱧ ᱫᱩᱞᱟᱹᱲᱟᱢ ᱠᱟᱱᱟ ᱾,hin:475912|sat:11120767|via_eng:1434,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00257,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं आपसे प्यार करता हूँ।,ᱤᱧ ᱫᱚ ᱟᱢᱤᱧ ᱫᱩᱞᱟᱹᱲᱟᱢ ᱠᱟᱱᱟ ᱾,hin:475913|sat:11120767|via_eng:1434,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00258,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं आपसे प्यार करती हूँ।,ᱤᱧ ᱫᱚ ᱟᱢᱤᱧ ᱫᱩᱞᱟᱹᱲᱟᱢ ᱠᱟᱱᱟ ᱾,hin:475914|sat:11120767|via_eng:1434,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00259,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,बधाई हो!,ᱥᱟᱨᱦᱟᱣ!,hin:6178943|sat:10531693|via_eng:1437,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00260,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुबारक हो!,ᱥᱟᱨᱦᱟᱣ!,hin:6178945|sat:10531693|via_eng:1437,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00261,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,बधाई हो!,ᱥᱟᱨᱦᱟᱣ ᱜᱮ !,hin:6178943|sat:11120790|via_eng:1437,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00262,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुबारक हो!,ᱥᱟᱨᱦᱟᱣ ᱜᱮ !,hin:6178945|sat:11120790|via_eng:1437,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00263,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं नहीं चाहता था कि ऐसा हो।,ᱤᱧ ᱱᱚᱣᱟ ᱦᱩᱭᱩᱜ ᱵᱟᱹᱧ ᱠᱷᱚᱡᱚᱜ ᱠᱟᱱᱟ ᱾,hin:561263|sat:13281887|via_eng:1446,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00264,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,आज बुधवार है।,ᱛᱮᱦᱮᱸᱧ ᱫᱚ ᱥᱟᱹᱜᱩᱱ ᱢᱟᱦᱟᱸ ᱠᱟᱱᱟ ᱾,hin:3624098|sat:11273151|via_eng:1458036,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00265,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,बढ़िया।,ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ ᱾,hin:9663335|sat:11193342|via_eng:1514615,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00266,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,आज ११ अक्टूबर है।,ᱛᱮᱦᱮᱸᱧ ᱫᱚ ᱑᱑ ᱟᱱᱟᱜ ᱥᱚᱦᱨᱟᱭ ᱵᱚᱝᱜᱟ ᱠᱟᱱᱟ ᱾,hin:10050592|sat:11200684|via_eng:1528613,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00267,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,झूठे!,ᱮᱲᱮᱤᱭᱟᱹ !,hin:4078446|sat:11184333|via_eng:1532901,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00268,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,झूठे कहीं के!,ᱮᱲᱮᱤᱭᱟᱹ !,hin:4078447|sat:11184333|via_eng:1532901,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00269,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,झूठी!,ᱮᱲᱮᱤᱭᱟᱹ !,hin:4078448|sat:11184333|via_eng:1532901,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00270,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,झूठी कहीं की!,ᱮᱲᱮᱤᱭᱟᱹ !,hin:4078449|sat:11184333|via_eng:1532901,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00271,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,अपना नाम बताओ।,ᱟᱢᱟᱜ ᱧᱩᱛᱩᱢ ᱞᱟᱹᱭ ᱟᱹᱧ ᱢᱮ ᱾,hin:2045707|sat:10303035|via_eng:1553391,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00272,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,अपना नाम बताएं।,ᱟᱢᱟᱜ ᱧᱩᱛᱩᱢ ᱞᱟᱹᱭ ᱟᱹᱧ ᱢᱮ ᱾,hin:2045710|sat:10303035|via_eng:1553391,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00273,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,शांत!,ᱥᱟᱱᱛ !,hin:4078451|sat:11163979|via_eng:1588724,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00274,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,शांत!,ᱪᱩᱯ ᱛᱟᱦᱮᱱ ᱢᱮ !,hin:4078451|sat:11193344|via_eng:1588724,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00275,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,फिर?,ᱫᱩᱦᱲᱟᱹ?,hin:4078452|sat:11165123|via_eng:1598991,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00276,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,फिर से?,ᱫᱩᱦᱲᱟᱹ?,hin:4078453|sat:11165123|via_eng:1598991,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00277,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,फिर?,ᱟᱨᱦᱚᱸ ?,hin:4078452|sat:11193345|via_eng:1598991,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00278,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,फिर से?,ᱟᱨᱦᱚᱸ ?,hin:4078453|sat:11193345|via_eng:1598991,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00279,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,अति उत्कृष्ट!,ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ !,hin:8876363|sat:11184310|via_eng:1613750,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00280,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,अति उत्कृष्ट!,ᱟᱹᱰᱤ ᱪᱚᱨᱚᱠ !,hin:8876363|sat:11184311|via_eng:1613750,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00281,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,धकेलो!,ᱴᱷᱮᱞᱟᱣ !,hin:4078456|sat:11165124|via_eng:1635992,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00282,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,धकेलिए!,ᱴᱷᱮᱞᱟᱣ !,hin:4078458|sat:11165124|via_eng:1635992,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00283,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,धकेलो!,ᱰᱷᱟᱠᱟ !,hin:4078456|sat:11193346|via_eng:1635992,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00284,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,धकेलिए!,ᱰᱷᱟᱠᱟ !,hin:4078458|sat:11193346|via_eng:1635992,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00285,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मेरा नाम जैक है।,ᱤᱧᱟᱜ ᱧᱩᱛᱩᱢ ᱫᱚ ᱡᱟᱠ ᱠᱟᱱᱟ ᱾,hin:516787|sat:10302999|via_eng:1646,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00286,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,सेब लाल है।,ᱱᱚᱶᱟ ᱥᱮᱣ ᱫᱚ ᱟᱨᱟᱜ ᱜᱮᱭᱟ᱾,hin:3670982|sat:10546780|via_eng:1660412,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00287,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,अपना मूँह खोलो!,ᱟᱢᱟᱜ ᱢᱚᱪᱟ ᱠᱷᱩᱞᱟᱹᱭ ᱢᱮ!,hin:516668|sat:12642203|via_eng:1664,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00288,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,आपका जन्मदिन कब है?,ᱟᱢᱟᱜ ᱡᱟᱱᱟᱢ ᱢᱟᱦᱟᱸ ᱛᱤᱥᱚᱜ ᱢᱮᱱᱟᱜᱼᱟ?,hin:3796191|sat:11187874|via_eng:16997,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00289,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,तुम्हारे मकान को मरम्मत की ज़रूरत है।,ᱟᱢᱟᱜ ᱚᱲᱟᱜ ᱡᱚᱛᱨᱟᱣ ᱫᱚᱨᱠᱟᱨ ᱠᱟᱱᱟ᱾,hin:498184|sat:10568954|via_eng:17287,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00290,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,चूतिये!,ᱵᱚᱠᱟ !,hin:3667811|sat:11164002|via_eng:1743245,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00291,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,रुको!,ᱛᱟᱹᱝᱜᱤ ᱢᱮ !,hin:3315731|sat:11170038|via_eng:1744314,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00292,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,रुक!,ᱛᱟᱹᱝᱜᱤ ᱢᱮ !,hin:3315732|sat:11170038|via_eng:1744314,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00293,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,रुकिए!,ᱛᱟᱹᱝᱜᱤ ᱢᱮ !,hin:3315739|sat:11170038|via_eng:1744314,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00294,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,रुक जाओ!,ᱛᱟᱹᱝᱜᱤ ᱢᱮ !,hin:3315741|sat:11170038|via_eng:1744314,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00295,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,रुक जाइए!,ᱛᱟᱹᱝᱜᱤ ᱢᱮ !,hin:4078463|sat:11170038|via_eng:1744314,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00296,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं शादीशुदा हूँ और मेरे दो बच्चे हैं।,ᱤᱧ ᱫᱚ ᱵᱟᱯᱞᱟ ᱠᱟᱹᱱᱟᱹᱧ ᱟᱨ ᱤᱧ ᱨᱤᱱ ᱵᱟᱨᱭᱟ ᱜᱤᱫᱽᱨᱟᱹ ᱢᱮᱱᱟᱜ ᱠᱚ ᱛᱤᱧᱟ ᱾,hin:486353|sat:11185045|via_eng:1758,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00297,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,शुरू करो!,ᱮᱛᱦᱚᱵ!,hin:4078475|sat:11170040|via_eng:1768349,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00298,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,शुरू कीजिए!,ᱮᱛᱦᱚᱵ!,hin:4078476|sat:11170040|via_eng:1768349,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00299,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,बोलो!,ᱨᱚᱲ!,hin:7559093|sat:11170041|via_eng:1802121,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00300,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,गाँव में बिजली नहीं है।,ᱟᱹᱛᱩ ᱨᱮ ᱠᱟᱨᱮᱱᱴ ᱵᱟᱹᱱᱩᱜᱼᱟ ᱾,hin:3870370|sat:11209455|via_eng:1804113,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00301,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,देख!,ᱧᱮᱞ!,hin:4078479|sat:11170042|via_eng:1804273,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00302,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,देखिए!,ᱧᱮᱞ!,hin:4078482|sat:11170042|via_eng:1804273,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00303,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,देखो!,ᱧᱮᱞ!,hin:4078483|sat:11170042|via_eng:1804273,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00304,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,देख!,ᱧᱮᱞ ᱢᱮ !,hin:4078479|sat:11193353|via_eng:1804273,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00305,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,देखिए!,ᱧᱮᱞ ᱢᱮ !,hin:4078482|sat:11193353|via_eng:1804273,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00306,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,देखो!,ᱧᱮᱞ ᱢᱮ !,hin:4078483|sat:11193353|via_eng:1804273,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00307,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,जल्दी!,ᱞᱚᱜᱚᱱ!,hin:4078486|sat:11170043|via_eng:1806425,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00308,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,"इंडिया को हिन्दी में ""भारत"" कहते है।","ᱵᱷᱟᱨᱚᱛ ᱫᱚ ᱦᱤᱱᱫᱤ ᱨᱮ ""ᱵᱷᱟᱨᱚᱛ"" ᱠᱚ ᱢᱮᱛᱟᱜᱼᱟ ᱾",hin:3620514|sat:10775983|via_eng:1814634,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00309,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,भारत में कितने राज्य हैं?,ᱵᱷᱟᱨᱚᱛ ᱴᱷᱮᱱ ᱛᱤᱱᱟᱹᱜ ᱯᱚᱱᱚᱛ ᱢᱮᱱᱟᱜᱼᱟ ?,hin:3704933|sat:10775995|via_eng:1820601,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00310,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,पेड़ हरे हैं।,ᱫᱟᱨᱮ ᱫᱚ ᱦᱟᱹᱨᱤᱭᱟᱹᱲ ᱜᱮᱭᱟ ᱾,hin:482426|sat:11761148|via_eng:182196,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00311,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,आग!,ᱥᱮᱝᱜᱮᱞ!,hin:4064417|sat:11170044|via_eng:1829639,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00312,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,हम समझते हैं।,ᱟᱞᱮ ᱵᱩᱡᱷᱟᱹᱣᱮᱫᱟ ᱞᱮ ᱾,hin:3679263|sat:11175603|via_eng:1893706,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00313,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,सुनो।,ᱟᱧᱡᱚᱢ ᱢᱮ ᱾,hin:2666574|sat:11193354|via_eng:1913088,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00314,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,सुन।,ᱟᱧᱡᱚᱢ ᱢᱮ ᱾,hin:4078499|sat:11193354|via_eng:1913088,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00315,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,सुनिए।,ᱟᱧᱡᱚᱢ ᱢᱮ ᱾,hin:4078501|sat:11193354|via_eng:1913088,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00316,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,"मछली, कृप्या।",ᱦᱟᱹᱠᱩ ᱫᱟᱭᱟᱠᱟᱛᱮ ᱾,hin:6829737|sat:11174826|via_eng:19342,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00317,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,छोड़।,ᱟᱲᱟᱜ ᱠᱟᱜ ᱢᱮ ᱾,hin:4081368|sat:11175613|via_eng:1954272,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00318,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,छोड़िए।,ᱟᱲᱟᱜ ᱠᱟᱜ ᱢᱮ ᱾,hin:4081369|sat:11175613|via_eng:1954272,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00319,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं बस पानी पीता हूँ।,ᱤᱧ ᱠᱷᱟᱹᱞᱤ ᱫᱟᱜ ᱤᱧ ᱧᱩᱭᱟ ᱾,hin:4064485|sat:11226478|via_eng:1956033,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00320,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं बस पानी पीती हूँ।,ᱤᱧ ᱠᱷᱟᱹᱞᱤ ᱫᱟᱜ ᱤᱧ ᱧᱩᱭᱟ ᱾,hin:4064487|sat:11226478|via_eng:1956033,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00321,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,आक्रमण!,ᱡᱷᱟᱯᱴᱟᱣ !,hin:4078503|sat:11184346|via_eng:1972610,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00322,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,हल्ला बोल!,ᱡᱷᱟᱯᱴᱟᱣ !,hin:4078506|sat:11184346|via_eng:1972610,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00323,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,टॉम मुस्कुराया।,ᱴᱚᱢ ᱞᱟᱱᱫᱟ ᱠᱮᱜᱼᱟᱭ ᱾,hin:8876386|sat:11175638|via_eng:2005184,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00324,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,टॉम मर गया।,ᱴᱚᱢ ᱜᱚᱡ ᱮᱱᱟᱭ ᱾,hin:4145130|sat:11175641|via_eng:2005188,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00325,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,कौन जीता?,ᱚᱠᱚᱭ ᱡᱤᱛᱟᱹᱣ ᱮᱱᱟᱭ ?,hin:4145129|sat:11175644|via_eng:2005190,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00326,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,टॉम जीत गया।,ᱴᱚᱢ ᱡᱤᱛᱟᱹᱣ ᱮᱱᱟᱭ ᱾,hin:4145128|sat:10308279|via_eng:2005191,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00327,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं जीत गया!,ᱤᱧ ᱡᱤᱛᱟᱹᱣ ᱮᱱᱟᱹᱧ !,hin:4145126|sat:11175645|via_eng:2005192,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
TT-V2-TAT-00328,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं जीत गयी!,ᱤᱧ ᱡᱤᱛᱟᱹᱣ ᱮᱱᱟᱹᱧ !,hin:4145127|sat:11175645|via_eng:2005192,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,Tatoeba provable link (tatoeba_eng_graph_pivot)
