file,reference,prediction,normalized_reference,normalized_prediction,substitutions,deletions,insertions,wer,audio_duration_sec,latency_ms,rtf
common_voice_hi_34958676.mp3,Facebook को क्या Shoelace से टक्कर देगा Google? जानिए क्या है ये ऐप,फेसबुक को क्या शूलेस से टक्कर देगा गूगल जानिए क्या है ये ऐप,Facebook को क्या Shoelace से टक्कर देगा Google जानिए क्या है ये ऐप,फेसबुक को क्या शूलेस से टक्कर देगा गूगल जानिए क्या है ये ऐप,3,0,0,0.2308,7.42,1097.66,0.148
common_voice_hi_35077436.mp3,"जमीन सौदे पर सवाल से भड़के रॉबर्ट वाड्रा, पत्रकार के साथ की बदसलूकी",जमीन सौदे पर सवाल से भड़के रॉबर्ट वाड्रा पत्रकार के साथ की बदसलूकी,जमीन सौदे पर सवाल से भड़के रॉबर्ट वाड्रा पत्रकार के साथ की बदसलूकी,जमीन सौदे पर सवाल से भड़के रॉबर्ट वाड्रा पत्रकार के साथ की बदसलूकी,0,0,0,0.0,5.98,864.79,0.145
common_voice_hi_35077906.mp3,रावत ने दिया था आमिर को गजनी का न्योता,रावत ने दिया था आमिर को गजने का न्योौता,रावत ने दिया था आमिर को गजनी का न्योता,रावत ने दिया था आमिर को गजने का न्योौता,2,0,0,0.2222,3.85,575.65,0.149
common_voice_hi_36482247.mp3,वाराणसी के लोगों से हमेशा संपर्क में रहेंगे भावी प्रधानमंत्री नरेंद्र मोदी,वाराणसी के लोगों से हमेशा संपर्क में रहेंगे भावी प्रधानमंत्री नरेंद्र मोदी,वाराणसी के लोगों से हमेशा संपर्क में रहेंगे भावी प्रधानमंत्री नरेंद्र मोदी,वाराणसी के लोगों से हमेशा संपर्क में रहेंगे भावी प्रधानमंत्री नरेंद्र मोदी,0,0,0,0.0,6.95,1006.98,0.145
common_voice_hi_36482265.mp3,चुनाव आयोग को साध्वी प्रज्ञा का जवाब- नहीं किया किसी शहीद का अपमान,चुनाव आयोग को साध्वी प्रज्ञा का जवाब नहीं किया किसी शहीद का अपमान,चुनाव आयोग को साध्वी प्रज्ञा का जवाब नहीं किया किसी शहीद का अपमान,चुनाव आयोग को साध्वी प्रज्ञा का जवाब नहीं किया किसी शहीद का अपमान,0,0,0,0.0,6.66,956.82,0.144
common_voice_hi_36537874.mp3,अपनों के ही जाल में फंसते भुजबल,दनों के ही जाल में फसते भूजबल,अपनों के ही जाल में फंसते भुजबल,दनों के ही जाल में फसते भूजबल,3,0,0,0.4286,3.1,475.4,0.154
common_voice_hi_37035285.mp3,श्रृंखला जीतने के इरादे से उतरेगी रैना की युवा ब्रिगेड,श्रृंखला जीतने के इरादे से उतरेगी रईना की युवा ब्रिगेड,श्रृंखला जीतने के इरादे से उतरेगी रैना की युवा ब्रिगेड,श्रृंखला जीतने के इरादे से उतरेगी रईना की युवा ब्रिगेड,1,0,0,0.1,6.16,908.63,0.148
common_voice_hi_38108162.mp3,पूर्व चीफ जस्टिस ने दूर कीं इच्छा मृत्यु से जुड़ी भ्रांतियां,पोर चीफ जस्टिस ने दूर की इच्छा मृत्यु से जुड़ी भ्रांतियां,पूर्व चीफ जस्टिस ने दूर कीं इच्छा मृत्यु से जुड़ी भ्रांतियां,पोर चीफ जस्टिस ने दूर की इच्छा मृत्यु से जुड़ी भ्रांतियां,2,0,0,0.1818,5.94,871.0,0.147
common_voice_hi_39589647.mp3,देखिए अपने 'बजरंगी भाईजान' को,देखिए अपने बजंग भाई जान को,देखिए अपने बजरंगी भाईजान को,देखिए अपने बजंग भाई जान को,2,0,1,0.6,3.06,465.27,0.152
common_voice_hi_40044678.mp3,उपहार कांड: इंसाफ से इनकार,उपहार कांड इंसाफ से इनकार,उपहार कांड इंसाफ से इनकार,उपहार कांड इंसाफ से इनकार,0,0,0,0.0,6.66,999.65,0.15
common_voice_hi_40152491.mp3,तुम्हारे पास है?,तुम्हारे पास है,तुम्हारे पास है,तुम्हारे पास है,0,0,0,0.0,3.17,460.77,0.145
common_voice_hi_40157906.mp3,कांग्रेस ने किया उत्तर बंगाल बंद का आह्वान,कांग्रेस ने किया उत्तर बंगाल बंद का आह्वान,कांग्रेस ने किया उत्तर बंगाल बंद का आह्वान,कांग्रेस ने किया उत्तर बंगाल बंद का आह्वान,0,0,0,0.0,2.81,428.78,0.153
common_voice_hi_40193094.mp3,हाईकोर्ट ने दिल्ली सरकार से पूछा- प्रदूषण रोकने के लिए क्या किया?,हाईकोर्ट ने दिल्ली सरकार से पूछा प्रदूषण रोकने के लिए क्या किया,हाईकोर्ट ने दिल्ली सरकार से पूछा प्रदूषण रोकने के लिए क्या किया,हाईकोर्ट ने दिल्ली सरकार से पूछा प्रदूषण रोकने के लिए क्या किया,0,0,0,0.0,3.82,572.45,0.15
common_voice_hi_40330337.mp3,उसे एक नयी गाड़ी चाहिए।,उसे एक नई गाड़ी चाहिए,उसे एक नयी गाड़ी चाहिए,उसे एक नई गाड़ी चाहिए,1,0,0,0.2,4.36,642.74,0.148
common_voice_hi_43600269.mp3,शीला दीक्षित बन सकती हैं केंद्रीय गृह मंत्री!,शीला दीक्षित बन सकती हैं केंद्रीय गृहमंत्री,शीला दीक्षित बन सकती हैं केंद्रीय गृह मंत्री,शीला दीक्षित बन सकती हैं केंद्रीय गृहमंत्री,1,1,0,0.25,4.36,634.04,0.146
common_voice_hi_43600895.mp3,पहले राउंड में हार के बाद ओलंपिक से बाहर हुईं वीनस विलियम्स,पहले राउंड में हार के बाद ओलंपिक से बाहर हुईं बीनस विलियम्स,पहले राउंड में हार के बाद ओलंपिक से बाहर हुईं वीनस विलियम्स,पहले राउंड में हार के बाद ओलंपिक से बाहर हुईं बीनस विलियम्स,1,0,0,0.0833,4.61,682.63,0.148
