id,source,source_subset,src_lang,tgt_lang,src_text,tgt_text,domain,license,quality_status,verification_status,source_id
TT-V2-COMB-00186,TATOEBA,tatoeba_direct_links,hin_Deva,sat_Olck,गुरुजी के बारे में सच्ची बात बताने के लिए बहुत बहुत धन्यवाद᱾,ᱜᱩᱨᱩᱡᱤ ᱵᱟᱵᱚᱛ ᱥᱟᱹᱨᱤ ᱠᱟᱛᱷᱟ ᱞᱟᱹᱭ ᱞᱟᱹᱜᱤᱫ ᱛᱮ ᱟᱹᱰᱤ ᱟᱹᱰᱤ ᱥᱟᱨᱦᱟᱣ᱾,teacher_student_dialogue,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:13396596|sat:13396599
TT-V2-COMB-00187,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,दूध सफ़ेद क्यों होता है?,ᱛᱚᱣᱟ ᱫᱚ ᱪᱮᱫᱟᱜ ᱯᱩᱱᱰ ᱜᱮᱭᱟ ?,counting,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:13689219|sat:11207274|via_eng:10043515
TT-V2-COMB-00188,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,वह फूल सफ़ेद है।,ᱚᱱᱟ ᱵᱟᱦᱟ ᱫᱚ ᱯᱩᱱᱰ ᱜᱮᱭᱟ ᱾,counting,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10049555|sat:11207275|via_eng:10048556
TT-V2-COMB-00189,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,अजीब बात है।,ᱟᱹᱰᱤ ᱚᱡᱚᱵᱽ ᱠᱟᱛᱷᱟ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4078415|sat:11193320|via_eng:1010322
TT-V2-COMB-00190,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,अजीब बात है।,ᱚᱡᱚᱵᱽ ᱠᱟᱛᱷᱟ ᱠᱟᱱᱟ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4078415|sat:11193321|via_eng:1010322
TT-V2-COMB-00191,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,अजीब बात है।,ᱢᱩᱥᱠᱤᱞ ᱮᱱᱟ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4078415|sat:11193322|via_eng:1010322
TT-V2-COMB-00193,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,टॉम 97 वर्ष तक जीवित रहे।,ᱴᱚᱢ 97 ᱥᱮᱨᱡᱟ ᱫᱷᱟᱹᱵᱤᱡ ᱡᱤᱣᱤᱫ ᱛᱟᱦᱮᱸᱱ ᱢᱟᱸᱭ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:10519309|sat:10519310|via_eng:1024554
TT-V2-COMB-00194,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,आओ!,ᱟᱫᱮᱨ !,classroom_commands,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4078409|sat:11165078|via_eng:1037170
TT-V2-COMB-00195,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,आओ!,ᱵᱚᱞᱚ !,classroom_commands,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4078409|sat:11193323|via_eng:1037170
TT-V2-COMB-00197,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,संभाल के!,ᱦᱩᱥᱤᱭᱟᱹᱨ!,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4078418|sat:11165080|via_eng:1053192
TT-V2-COMB-00198,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,संभाल!,ᱦᱩᱥᱤᱭᱟᱹᱨ!,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4078419|sat:11165080|via_eng:1053192
TT-V2-COMB-00199,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,संभालिए!,ᱦᱩᱥᱤᱭᱟᱹᱨ!,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4078420|sat:11165080|via_eng:1053192
TT-V2-COMB-00200,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,संभाल के!,ᱥᱟᱵᱫᱷᱟᱱ ᱛᱮ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4078418|sat:11193325|via_eng:1053192
TT-V2-COMB-00201,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,संभाल!,ᱥᱟᱵᱫᱷᱟᱱ ᱛᱮ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4078419|sat:11193325|via_eng:1053192
TT-V2-COMB-00202,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,संभालिए!,ᱥᱟᱵᱫᱷᱟᱱ ᱛᱮ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4078420|sat:11193325|via_eng:1053192
TT-V2-COMB-00203,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,जंगली!,ᱡᱚᱝᱜᱽᱞᱤ !,nature,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179148|sat:11165083|via_eng:1058180
TT-V2-COMB-00204,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,शुभ रात्री!,ᱥᱟᱹᱜᱩᱱ ᱧᱤᱱᱫᱟᱹ!,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179149|sat:11193326|via_eng:1068125
TT-V2-COMB-00205,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,इसकी तो.,ᱦᱮᱴ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179150|sat:11165084|via_eng:1078143
TT-V2-COMB-00206,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,इसकी तो.,ᱵᱟᱱᱴᱷᱤᱠ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179150|sat:11165087|via_eng:1078143
TT-V2-COMB-00207,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मेरा नाम जॉन है।,ᱤᱧᱟᱜ ᱧᱩᱛᱩᱢ ᱫᱚ ᱡᱚᱱ ᱠᱟᱱᱟ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4083857|sat:10303033|via_eng:1098122
TT-V2-COMB-00208,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,माफ़ करें!,ᱤᱠᱟᱹ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179151|sat:11165088|via_eng:1105399
TT-V2-COMB-00209,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,अफ़सोस!,ᱤᱠᱟᱹ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179152|sat:11165088|via_eng:1105399
TT-V2-COMB-00210,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,बुद्धू!,ᱵᱚᱠᱟ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179153|sat:11164002|via_eng:1109942
TT-V2-COMB-00211,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,गलियारा!,ᱜᱚᱞᱤ !,writing,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179154|sat:11193328|via_eng:1112428
TT-V2-COMB-00212,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,धत!,ᱦᱮᱴ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179156|sat:11184316|via_eng:1115430
TT-V2-COMB-00213,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं सफेद शराब लेता हूं।,ᱤᱧ ᱫᱚ ᱯᱩᱱᱰ ᱯᱟᱹᱶᱨᱟᱹ ᱤᱧ ᱧᱩᱸ ᱭᱟ ᱾,counting,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11165018|sat:11165019|via_eng:11164994
TT-V2-COMB-00214,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,ऐसा लगता है।,ᱚᱝᱠᱟ ᱵᱩᱡᱷᱟᱹᱣᱜ ᱠᱟᱱᱟ ᱾,teacher_student_dialogue,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11165007|sat:11165010|via_eng:11164996
TT-V2-COMB-00215,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,क्या आप किसी ऐसे व्यक्ति को जानते हैं जो टॉम की मदद कर सकता है?,ᱟᱢ ᱡᱟᱦᱟᱸᱭ ᱵᱟᱰᱟᱭ ᱠᱟᱹᱫ ᱠᱚᱣᱟᱢ ᱥᱮ ᱡᱟᱦᱟᱸᱭ ᱫᱚ ᱴᱚᱢ ᱮ ᱜᱚᱲᱚ ᱫᱟᱲᱮ ᱟᱭᱟ?,teacher_student_dialogue,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11380915|sat:11330491|via_eng:11232570
TT-V2-COMB-00216,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,तुम कितनी बजे सोते हो?,ᱟᱢ ᱚᱠᱟ ᱚᱠᱛᱚ ᱨᱮ ᱡᱟᱹᱯᱤᱫ ᱮᱢ ᱥᱮᱱᱚᱜᱼᱟ?,daily_life,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11371322|sat:11330474|via_eng:11286385
TT-V2-COMB-00218,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,शुभकामानाएँ!,ᱡᱚᱦᱟᱨ !,greetings,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179164|sat:11165053|via_eng:1130106
TT-V2-COMB-00219,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,कुछ अपराधों की कोई सीमा नहीं होती है।,ᱛᱤᱱᱟᱹᱜ ᱜᱟᱱ ᱚᱯᱨᱟᱫᱷ ᱞᱟᱹᱜᱤᱫ ᱚᱝᱠᱟ ᱥᱤᱢᱟ ᱵᱟᱹᱱᱩᱜᱼᱟ ᱾,numeracy,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11380912|sat:11330443|via_eng:11325322
TT-V2-COMB-00220,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैंने पिछले सोमवार से तीन किताबें पढ़ी हैं।,ᱯᱟᱨᱚᱢᱮᱱ ᱚᱛᱮ ᱢᱟᱦᱟᱸ ᱠᱷᱚᱱ ᱯᱮᱭᱟ ᱯᱚᱛᱚᱵ ᱤᱧ ᱯᱟᱲᱦᱟᱣ ᱟᱠᱟᱫᱼᱟ ᱾,counting,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11380913|sat:11330462|via_eng:11325360
TT-V2-COMB-00221,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझे टॉम से बात करनी चाहिए।,ᱴᱚᱢ ᱥᱟᱶ ᱤᱧᱟᱜ ᱨᱚᱲ ᱦᱩᱭᱩᱜᱼᱟ ᱾,classroom_commands,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11371317|sat:11330401|via_eng:11325374
TT-V2-COMB-00222,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझे टॉम से बात करनी चाहिए।,ᱤᱧ ᱫᱚ ᱴᱚᱢ ᱥᱟᱞᱟᱜ ᱨᱚᱯᱚᱲ ᱠᱟᱛᱷᱟ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11371317|sat:11330408|via_eng:11325374
TT-V2-COMB-00223,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,आज बारिश नहीं हुई।,ᱛᱤᱦᱤᱧ ᱫᱤᱱ ᱫᱚ ᱵᱟᱭ ᱫᱟᱜᱽ ᱞᱮᱫᱟ ᱾,environment,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11371316|sat:11330395|via_eng:11325383
TT-V2-COMB-00224,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,तुम कहाँ गए थे?,ᱟᱢ ᱚᱠᱟ ᱥᱮᱫ ᱮᱢ ᱪᱟᱞᱟᱣ ᱮᱱᱟ ?,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:3539293|sat:11388769|via_eng:1140034
TT-V2-COMB-00225,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,अच्छा.,ᱵᱮᱥ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179165|sat:11165091|via_eng:1148281
TT-V2-COMB-00226,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,भला.,ᱵᱮᱥ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179167|sat:11165091|via_eng:1148281
TT-V2-COMB-00228,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,जाओ!,ᱪᱟᱞᱟᱜ ᱢᱮ ᱾,classroom_commands,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4057590|sat:11163955|via_eng:1148335
TT-V2-COMB-00229,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,जाइए!,ᱪᱟᱞᱟᱜ ᱢᱮ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4057591|sat:11163955|via_eng:1148335
TT-V2-COMB-00230,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,जी!,ᱦᱚᱭ !,environment,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:3621550|sat:11193330|via_eng:1148358
TT-V2-COMB-00232,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,जी हाँ!,ᱦᱚᱭ !,environment,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:3621552|sat:11193330|via_eng:1148358
TT-V2-COMB-00233,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,पढ़ो!,ᱯᱟᱲᱦᱟᱣ !,reading,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179044|sat:11165093|via_eng:1157647
TT-V2-COMB-00234,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,पढ़ो!,ᱯᱟᱲᱦᱟᱣ ᱢᱮ !,reading,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179044|sat:11193331|via_eng:1157647
TT-V2-COMB-00235,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,टॉम कभी भी लाल कपड़े नहीं पहनता।,ᱴᱚᱢ ᱛᱤᱥᱚᱜ ᱟᱨᱟᱜ ᱵᱟᱭ ᱦᱚᱨᱚᱜᱽᱟᱭ ᱾,hygiene,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:3670997|sat:11194656|via_eng:1164356
TT-V2-COMB-00236,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,ठीक!,ᱴᱷᱤᱠ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179118|sat:11165095|via_eng:1165055
TT-V2-COMB-00237,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,ठीक!,ᱴᱷᱤᱠ ᱜᱮ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179118|sat:11193332|via_eng:1165055
TT-V2-COMB-00238,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,संदेश पुष्टि!,ᱠᱷᱚᱵᱚᱨ ᱯᱩᱥᱴᱟᱹᱣ ᱮᱱᱟ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179175|sat:11193333|via_eng:1165072
TT-V2-COMB-00239,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,संदेश मिल गया!,ᱠᱷᱚᱵᱚᱨ ᱯᱩᱥᱴᱟᱹᱣ ᱮᱱᱟ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179176|sat:11193333|via_eng:1165072
TT-V2-COMB-00240,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,पासवर्ड?,ᱫᱟᱱᱟᱝ ᱥᱟᱵᱟᱫ ?,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179177|sat:11165103|via_eng:1172670
TT-V2-COMB-00241,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,पासवर्ड ?,ᱫᱟᱱᱟᱝ ᱥᱟᱵᱟᱫ ?,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:8876320|sat:11165103|via_eng:1172670
TT-V2-COMB-00242,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,जल्दी करो!,ᱞᱚᱜᱚᱱ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:2060328|sat:11165104|via_eng:1182334
TT-V2-COMB-00243,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,जल्दी करो!,ᱞᱚᱜᱚᱱᱚᱜ ᱢᱮ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:2060328|sat:11193334|via_eng:1182334
TT-V2-COMB-00244,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,हिस्सा लो!,ᱵᱷᱟᱜᱽ ᱤᱫᱤ ᱢᱮ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4767717|sat:11165106|via_eng:1228891
TT-V2-COMB-00245,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,हिस्सा लीजिए!,ᱵᱷᱟᱜᱽ ᱤᱫᱤ ᱢᱮ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4767718|sat:11165106|via_eng:1228891
TT-V2-COMB-00246,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,सही!,ᱴᱷᱤᱠ !,assessment,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179052|sat:11165095|via_eng:1257062
TT-V2-COMB-00247,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,सही!,ᱴᱷᱤᱠ ᱜᱭᱟ !,assessment,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179052|sat:11193335|via_eng:1257062
TT-V2-COMB-00248,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,जाओ!,ᱟᱲᱟᱜᱽ ᱢᱮ !,classroom_commands,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4057590|sat:11165108|via_eng:1270554
TT-V2-COMB-00249,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,छोड़ो!,ᱟᱲᱟᱜᱽ ᱢᱮ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179178|sat:11165108|via_eng:1270554
TT-V2-COMB-00250,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,जाओ!,ᱪᱷᱟᱰᱟᱜ ᱢᱮ !,classroom_commands,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:4057590|sat:11193336|via_eng:1270554
TT-V2-COMB-00251,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,छोड़ो!,ᱪᱷᱟᱰᱟᱜ ᱢᱮ !,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:6179178|sat:11193336|via_eng:1270554
TT-V2-COMB-00252,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं भारत में हूँ।,ᱤᱧ ᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱨᱮ ᱢᱮᱱᱟᱹᱧᱟ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:3704927|sat:10775939|via_eng:1272953
TT-V2-COMB-00253,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं भारत में हूँ।,ᱤᱧ ᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱨᱮ ᱛᱟᱦᱮᱸᱱ ᱠᱟᱹᱱᱟᱹᱧ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:3704927|sat:10775940|via_eng:1272954
TT-V2-COMB-00254,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझे सोना है।,ᱤᱧ ᱫᱚ ᱜᱤᱛᱤᱡ ᱞᱟᱹᱜᱤᱫ ᱛᱮ ᱪᱟᱞᱟᱣ ᱦᱩᱭᱤᱧᱟ ᱾,hygiene,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:3792910|sat:11236060|via_eng:1277
TT-V2-COMB-00255,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं जल्द लौटूंगी।,ᱤᱧ ᱫᱚ ᱞᱚᱜᱚᱱ ᱜᱮ ᱨᱩᱣᱟᱹᱲ ᱤᱧ ᱾,health,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:3793971|sat:11236061|via_eng:1284
TT-V2-COMB-00256,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं तो लाजवाब हो गयी हूँ।,ᱤᱧ ᱴᱷᱮᱱ ᱢᱮᱱ ᱞᱟᱹᱜᱤᱫ ᱟᱨ ᱪᱮᱫ ᱦᱚᱸ ᱵᱟᱹᱱᱩᱜᱼᱟ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:3793980|sat:11236062|via_eng:1286
TT-V2-COMB-00257,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,यह तो कभी खत्म न होगा।,ᱱᱚᱶᱟ ᱫᱚ ᱛᱤᱥ ᱦᱚᱸ ᱵᱟᱝ ᱪᱟᱵᱟᱜ ᱞᱟᱹᱜᱤᱫ ᱾,hygiene,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:3793998|sat:11236063|via_eng:1287
TT-V2-COMB-00258,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझे नहीं पता मैं क्या कहूँ।,ᱤᱧ ᱠᱷᱟᱹᱞᱤ ᱵᱟᱹᱧ ᱵᱟᱰᱟᱭᱟ ᱪᱮᱫ ᱠᱚ ᱢᱮᱱ ᱨᱮᱭᱟᱜ ᱢᱮᱱᱟᱜᱼᱟ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:3794043|sat:11236064|via_eng:1288
TT-V2-COMB-00259,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,ये अभी की तस्वीर है क्या?,ᱱᱚᱶᱟ ᱫᱚ ᱱᱮᱛᱟᱨᱟᱜ ᱪᱤᱛᱟᱹᱨ ᱠᱟᱱᱟ ᱥᱮ?,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11371142|sat:11236066|via_eng:1291
TT-V2-COMB-00260,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,तू मेरे रास्ते में आ रहा है।,ᱟᱢ ᱫᱚ ᱤᱧᱟᱜ ᱡᱟᱭᱜᱟ ᱨᱮ ᱢᱮᱱᱟᱢᱟᱸ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11371146|sat:11747363|via_eng:1296
TT-V2-COMB-00261,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं दिन के €100 कमाता हूं।,ᱤᱧ ᱫᱚ ᱢᱤᱫ ᱫᱤᱱ ᱨᱮ €100 ᱤᱧ ᱠᱚᱢᱟᱣ ᱟ ᱾,counting,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11371151|sat:11747366|via_eng:1299
TT-V2-COMB-00262,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,वैसा नहीं होगा।,ᱱᱚᱶᱟ ᱫᱚ ᱵᱟᱝ ᱦᱩᱭᱩᱜᱼᱟ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:2060320|sat:11747367|via_eng:1302
TT-V2-COMB-00263,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझें तुम्हारी याद आ रही है।,ᱤᱧ ᱫᱚ ᱟᱢᱤᱧ ᱩᱭᱦᱟᱹᱨᱮᱫ ᱢᱮᱭᱟ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:2060321|sat:11747372|via_eng:1308
TT-V2-COMB-00264,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मुझें आपकी याद आ रही है।,ᱤᱧ ᱫᱚ ᱟᱢᱤᱧ ᱩᱭᱦᱟᱹᱨᱮᱫ ᱢᱮᱭᱟ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:2060322|sat:11747372|via_eng:1308
TT-V2-COMB-00265,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,तुम्हें सोना चाहिए।,ᱟᱢ ᱫᱚ ᱡᱟᱹᱯᱤᱫ ᱠᱟᱛᱷᱟ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:2060324|sat:11747375|via_eng:1311
TT-V2-COMB-00266,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,आपको सोना चाहिए।,ᱟᱢ ᱫᱚ ᱡᱟᱹᱯᱤᱫ ᱠᱟᱛᱷᱟ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:2060325|sat:11747375|via_eng:1311
TT-V2-COMB-00267,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैं जाने वाला हूं।,ᱤᱧ ᱫᱚ ᱪᱟᱞᱟᱜ ᱞᱟᱹᱜᱤᱫᱤᱧ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11371171|sat:11747376|via_eng:1312
TT-V2-COMB-00268,TATOEBA,tatoeba_eng_graph_pivot,hin_Deva,sat_Olck,मैंने उनको बोला दूसरी टिकट भेजने के लिए।,ᱤᱧ ᱫᱚ ᱩᱱᱠᱩ ᱮᱴᱟᱜ ᱴᱤᱠᱚᱴ ᱵᱷᱮᱡᱟ ᱞᱟᱹᱜᱤᱫ ᱢᱮᱛᱟᱫ ᱠᱚᱣᱟᱹᱧ ᱾,general_conversation,CC-BY-2.0-FR,VALID,PIPELINE_VERIFIED,hin:11371175|sat:11747378|via_eng:1313
